time_fs,T_md_K,T_ww_K,DeltaT_K
618550.0000000000,3869.2992884500,3827.4311892900,41.8680991600
618600.0000000000,3855.3235693300,3887.4294778700,-32.1059085400
618650.0000000000,3917.3041412400,3891.4572804800,25.8468607600
618700.0000000000,3877.4413829600,3829.0931282500,48.3482547100
618750.0000000000,3893.0467994500,3803.7283006000,89.3184988500
618800.0000000000,3873.5774271100,3834.2644415200,39.3129855900
618850.0000000000,3864.9412005000,3899.3497158200,-34.4085153200
618900.0000000000,3809.6016497500,3891.4006261200,-81.7989763700
618950.0000000000,3811.6038748000,3821.7273809200,-10.1235061200
619000.0000000000,3843.2629062600,3805.4799583800,37.7829478800
619050.0000000000,3765.7546626700,3844.6543442300,-78.8996815600
619100.0000000000,3799.1594671700,3898.2058164900,-99.0463493200
619150.0000000000,3822.0677843800,3875.2630697400,-53.1952853600
619200.0000000000,3910.8508810600,3820.6748141700,90.1760668900
619250.0000000000,3853.3496830800,3804.0762770000,49.2734060800
619300.0000000000,3879.0853609900,3842.3891604800,36.6962005100
619350.0000000000,3876.7177987500,3894.7415502100,-18.0237514600
619400.0000000000,3788.8974381400,3876.4380777500,-87.5406396100
619450.0000000000,3749.7201693700,3812.7898430600,-63.0696736900
619500.0000000000,3793.7602057000,3804.7368170400,-10.9766113400
619550.0000000000,3821.9380352900,3857.7066956400,-35.7686603500
619600.0000000000,3827.9322866300,3898.1867810900,-70.2544944600
619650.0000000000,3827.5007068400,3855.2891883200,-27.7884814800
619700.0000000000,3822.0540555900,3811.9138356400,10.1402199500
619750.0000000000,3793.2809044300,3821.2214737800,-27.9405693500
619800.0000000000,3816.9595174100,3881.3747304300,-64.4152130200
619850.0000000000,3880.0545556300,3895.2358402700,-15.1812846400
619900.0000000000,3817.6121447300,3841.9859894100,-24.3738446800
619950.0000000000,3927.8284775800,3810.6611372100,117.1673403700
620000.0000000000,3845.7968875800,3843.0845120900,2.7123754900
620050.0000000000,3830.9641762700,3884.8198787900,-53.8557025200
620100.0000000000,3868.5077926800,3871.5866737300,-3.0788810500
620150.0000000000,3778.6907659500,3829.0122691400,-50.3215031900
620200.0000000000,3881.5677233900,3803.0867656000,78.4809577900
620250.0000000000,3800.0575238100,3860.7772449800,-60.7197211700
620300.0000000000,3895.6139614700,3902.3104413400,-6.6964798700
620350.0000000000,3805.9757551400,3862.6875994500,-56.7118443100
620400.0000000000,3807.7602279100,3802.0249453400,5.7352825700
620450.0000000000,3837.7762180300,3811.5692255800,26.2069924500
620500.0000000000,3856.8683556400,3877.9456529400,-21.0772973000
620550.0000000000,3796.5099961300,3902.3670959900,-105.8570998600
620600.0000000000,3872.3227889300,3843.2015927800,29.1211961500
620650.0000000000,3808.0138637600,3810.6664060300,-2.6525422700
620700.0000000000,3834.1556650600,3835.5441210300,-1.3884559700
620750.0000000000,3869.6962389700,3886.0954542500,-16.3992152800
620800.0000000000,3890.2726166400,3882.9390236600,7.3335929800
620850.0000000000,3868.2204140100,3836.5764207800,31.6439932300
620900.0000000000,3829.4152293100,3812.8134433000,16.6017860100
620950.0000000000,3896.4518410700,3854.4684941300,41.9833469400
621000.0000000000,3886.5799565400,3883.9951742800,2.5847822600
621050.0000000000,3889.1966403200,3876.1922906100,13.0043497100
621100.0000000000,3812.0038590300,3822.7865791100,-10.7827200800
621150.0000000000,3876.7840040100,3814.4482404100,62.3357636000
621200.0000000000,3900.0336701600,3856.9421476500,43.0915225100
621250.0000000000,3875.2689603900,3878.5115230300,-3.2425626400
621300.0000000000,3885.2089282800,3861.1410021200,24.0679261600
621350.0000000000,3777.1103176100,3824.0632028800,-46.9528852700
621400.0000000000,3798.6594396400,3820.7326996600,-22.0732600200
621450.0000000000,3819.1284002100,3861.9970887900,-42.8686885800
621500.0000000000,3921.3176641700,3876.1221028000,45.1955613700
621550.0000000000,3792.1068498500,3859.0547356500,-66.9478858000
621600.0000000000,3866.8364298600,3821.4272458600,45.4091840000
621650.0000000000,3869.7019919900,3832.5268993700,37.1750926200
621700.0000000000,3857.1551525200,3860.0731772100,-2.9180246900
621750.0000000000,3843.1340449100,3883.7247552400,-40.5907103300
621800.0000000000,3816.9155119800,3839.7107048100,-22.7951928300
621850.0000000000,3828.5956768300,3810.2040878000,18.3915890300
621900.0000000000,3911.1813524500,3843.7018844800,67.4794679700
621950.0000000000,3893.5801973400,3900.9130902100,-7.3328928700
622000.0000000000,3916.8987474300,3860.4547427900,56.4440046400
622050.0000000000,3888.7361716600,3818.9247445900,69.8114270700
622100.0000000000,3818.6267400600,3822.5741905600,-3.9474505000
622150.0000000000,3855.9492018600,3866.2319843500,-10.2827824900
622200.0000000000,3923.0042978900,3891.0665609000,31.9377369900
622250.0000000000,3795.8741888000,3842.2758346400,-46.4016458400
622300.0000000000,3843.8367751800,3798.8355468200,45.0012283600
622350.0000000000,3887.8428371900,3830.0508170900,57.7920201000
622400.0000000000,3720.9312837700,3888.8667498800,-167.9354661100
622450.0000000000,3871.1607802900,3885.4479202700,-14.2871399800
622500.0000000000,3872.3210863400,3821.0476155900,51.2734707500
622550.0000000000,3864.7158036400,3800.4334893000,64.2823143400
622600.0000000000,3855.2067611500,3862.1557966400,-6.9490354900
622650.0000000000,3838.9625774200,3901.4269492500,-62.4643718300
622700.0000000000,3788.0573450400,3877.2094954600,-89.1521504200
622750.0000000000,3771.8604464600,3811.2558483100,-39.3954018500
622800.0000000000,3852.1451828900,3804.8009913100,47.3441915800
622850.0000000000,3821.4511807400,3862.3753685900,-40.9241878500
622900.0000000000,3881.8184747000,3922.7184731400,-40.8999984400
622950.0000000000,3877.3437227800,3866.5552796600,10.7884431200
623000.0000000000,3820.8439073900,3794.4047624700,26.4391449200
623050.0000000000,3723.5027003600,3803.4892099000,-79.9865095400
623100.0000000000,3817.2350642400,3893.1752394400,-75.9401752000
623150.0000000000,3835.8174673200,3918.5718269100,-82.7543595900
623200.0000000000,3899.0181077000,3835.6843885700,63.3337191300
623250.0000000000,3785.0314758000,3783.4027149700,1.6287608300
623300.0000000000,3915.1526567000,3820.9213766400,94.2312800600
623350.0000000000,3895.5872390600,3905.7404779400,-10.1532388800
623400.0000000000,3881.7474637400,3896.4083413800,-14.6608776400
623450.0000000000,3839.4386608100,3823.1502023200,16.2884584900
623500.0000000000,3814.9941615200,3781.7371242900,33.2570372300
623550.0000000000,3739.1526896600,3843.9047323600,-104.7520427000
623600.0000000000,3870.1849958800,3907.3406199200,-37.1556240400
623650.0000000000,3808.8038872700,3882.1017743800,-73.2978871100
623700.0000000000,3837.9027342500,3805.3688226300,32.5339116200
623750.0000000000,3832.5262354700,3795.5230039500,37.0032315200
623800.0000000000,3901.0546409200,3868.5927163800,32.4619245400
623850.0000000000,3791.3817845600,3922.3768826800,-130.9950981200
623900.0000000000,3883.0588446800,3861.5009954100,21.5578492700
623950.0000000000,3924.2481963700,3780.1875504300,144.0606459400
624000.0000000000,3827.6889645500,3813.0220170300,14.6669475200
624050.0000000000,3851.8288601800,3901.0903916800,-49.2615315000
624100.0000000000,3853.7620909100,3889.6716683100,-35.9095774000
624150.0000000000,3841.0419565600,3841.0888535600,-0.0468970000
624200.0000000000,3895.0003155800,3802.5228073500,92.4775082300
624250.0000000000,3869.6704527000,3839.6991505100,29.9713021900
624300.0000000000,3832.1037742700,3894.1112999300,-62.0075256600
624350.0000000000,3800.5444959800,3881.6619243300,-81.1174283500
624400.0000000000,3815.4911613200,3814.3760253000,1.1151360200
624450.0000000000,3826.4473521000,3799.2561131700,27.1912389300
624500.0000000000,3839.6117768900,3856.7151686200,-17.1033917300
624550.0000000000,3858.7940980900,3891.1254162300,-32.3313181400
624600.0000000000,3879.0633989800,3862.7480133000,16.3153856800
624650.0000000000,3792.4698786200,3813.5871070000,-21.1172283800
624700.0000000000,3770.6378393500,3810.1460940300,-39.5082546800
624750.0000000000,3784.2150528900,3864.2435627900,-80.0285099000
624800.0000000000,3859.1611590300,3911.1637605800,-52.0026015500
624850.0000000000,3806.1293755600,3849.4921264400,-43.3627508800
624900.0000000000,3810.1927584100,3793.8139537600,16.3788046500
624950.0000000000,3839.4153132800,3823.4104625900,16.0048506900
625000.0000000000,3858.8780498200,3896.3223861000,-37.4443362800
625050.0000000000,3832.8522565400,3896.1529255200,-63.3006689800
625100.0000000000,3833.8860337400,3845.3332594800,-11.4472257400
625150.0000000000,3939.2031215600,3802.7339075500,136.4692140100
625200.0000000000,3853.4269102900,3835.6693012100,17.7576090800
625250.0000000000,3771.5684467400,3894.8024580200,-123.2340112800
625300.0000000000,3755.2773117200,3887.9404737800,-132.6631620600
625350.0000000000,3806.3671930700,3817.5253366300,-11.1581435600
625400.0000000000,3913.9316234400,3811.0734362800,102.8581871600
625450.0000000000,3813.3018660800,3856.6332505700,-43.3313844900
625500.0000000000,3840.1925571800,3899.3669860500,-59.1744288700
625550.0000000000,3820.4563532600,3865.4026220100,-44.9462687500
625600.0000000000,3871.7981016200,3798.1595375500,73.6385640700
625650.0000000000,3838.5242913900,3807.9003750000,30.6239163900
625700.0000000000,3873.1356096500,3882.1484605600,-9.0128509100
625750.0000000000,3838.1654517100,3906.1683634000,-68.0029116900
625800.0000000000,3837.2821025700,3839.2347640900,-1.9526615200
625850.0000000000,3843.3469198000,3783.6209287500,59.7259910500
625900.0000000000,3814.2932149700,3831.5239851800,-17.2307702100
625950.0000000000,3882.1611024800,3889.6488631900,-7.4877607100
626000.0000000000,3826.7015000500,3893.0754911300,-66.3739910800
626050.0000000000,3855.2995528800,3839.5050496500,15.7945032300
626100.0000000000,3859.8290302600,3786.9793576000,72.8496726600
626150.0000000000,3782.6678502400,3839.9090463600,-57.2411961200
626200.0000000000,3825.4003621400,3903.2368891100,-77.8365269700
626250.0000000000,3827.9975257900,3897.3250335500,-69.3275077600
626300.0000000000,3854.1179937700,3810.7087949800,43.4091987900
626350.0000000000,3885.7301813800,3803.1796961200,82.5504852600
626400.0000000000,3887.9278340900,3854.4395714600,33.4882626300
626450.0000000000,3875.1699725200,3888.9539592800,-13.7839867600
626500.0000000000,3856.7843529500,3873.3228264100,-16.5384734600
626550.0000000000,3846.7303572700,3809.5408176700,37.1895396000
626600.0000000000,3919.8757086300,3804.1503146800,115.7253939500
626650.0000000000,3747.5138617600,3861.4027374500,-113.8888756900
626700.0000000000,3846.5800304800,3900.6485435500,-54.0685130700
626750.0000000000,3889.4126510900,3857.8539819900,31.5586691000
626800.0000000000,3875.7288926800,3813.2670151600,62.4618775200
626850.0000000000,3922.6399177200,3816.5155819000,106.1243358200
626900.0000000000,3894.7625150600,3881.7098164300,13.0526986300
626950.0000000000,3846.9011505200,3898.4986638600,-51.5975133400
627000.0000000000,3851.6505291900,3841.8413624500,9.8091667400
627050.0000000000,3883.5830239900,3789.0002338200,94.5827901700
627100.0000000000,3842.8542085000,3830.6842483400,12.1699601600
627150.0000000000,3845.9873719200,3916.5433126600,-70.5559407400
627200.0000000000,3863.0463568500,3886.0001113200,-22.9537544700
627250.0000000000,3853.2740779100,3802.0909947000,51.1830832100
627300.0000000000,3888.8206729600,3803.0665469400,85.7541260200
627350.0000000000,3828.9051558300,3862.2261321100,-33.3209762800
627400.0000000000,3855.1041112000,3908.6768205200,-53.5727093200
627450.0000000000,3841.4102249900,3865.6858284500,-24.2756034600
627500.0000000000,3849.1900355900,3805.5153237000,43.6747118900
627550.0000000000,3852.0577115700,3814.0821186000,37.9755929700
627600.0000000000,3932.9443021500,3879.0434063900,53.9008957600
627650.0000000000,3870.7601476600,3891.8212355900,-21.0610879300
627700.0000000000,3851.9275563200,3853.2554338300,-1.3278775100
627750.0000000000,3889.5685805900,3809.9260501500,79.6425304400
627800.0000000000,3968.8788517900,3824.1119192600,144.7669325300
627850.0000000000,3849.8712955700,3890.3946862000,-40.5233906300
627900.0000000000,3887.2056303500,3900.7936569800,-13.5880266300
627950.0000000000,3876.0110068500,3833.3464551800,42.6645516700
628000.0000000000,3937.1057470500,3793.4346354000,143.6711116500
628050.0000000000,3850.6322883400,3844.0412376600,6.5910506800
628100.0000000000,3822.3212998700,3912.2240224300,-89.9027225600
628150.0000000000,3834.4423114700,3893.3712723400,-58.9289608700
628200.0000000000,3926.3393978400,3805.7828681200,120.5565297200
628250.0000000000,3823.4326622300,3779.3707021500,44.0619600800
628300.0000000000,3904.5502807700,3867.2198845300,37.3303962400
628350.0000000000,3818.4723574900,3930.3669453600,-111.8945878700
628400.0000000000,3856.5934933300,3875.8480066000,-19.2545132700
628450.0000000000,3814.3616723700,3785.3227119700,29.0389604000
628500.0000000000,3920.6205804700,3787.3617339900,133.2588464800
628550.0000000000,3764.8638352300,3876.9462481000,-112.0824128700
628600.0000000000,3792.3131545700,3919.2592924400,-126.9461378700
628650.0000000000,3872.6600401200,3860.2640110600,12.3960290600
628700.0000000000,3911.5487720900,3783.0287743900,128.5199977000
628750.0000000000,3731.6143899500,3814.5033092800,-82.8889193300
628800.0000000000,3850.0285039000,3897.8782394100,-47.8497355100
628850.0000000000,3878.2862720700,3904.6336502300,-26.3473781600
628900.0000000000,3789.7478797700,3832.8168050500,-43.0689252800
628950.0000000000,3846.3332267400,3776.6942244600,69.6390022800
629000.0000000000,3805.1289135000,3839.6352945100,-34.5063810100
629050.0000000000,3770.5636677600,3910.9236582000,-140.3599904400
629100.0000000000,3880.1498566800,3892.7246678600,-12.5748111800
629150.0000000000,3879.7859013600,3804.3637727500,75.4221286100
629200.0000000000,3859.6477514000,3786.4598939200,73.1878574800
629250.0000000000,3784.1399605000,3854.5796732100,-70.4397127100
629300.0000000000,3851.1585087400,3927.1651650300,-76.0066562900
629350.0000000000,3855.4942867200,3859.2842732100,-3.7899864900
629400.0000000000,3901.8623790000,3782.6181381900,119.2442408100
629450.0000000000,3779.8910067200,3799.4889510700,-19.5979443500
629500.0000000000,3847.4376229500,3892.0024919600,-44.5648690100
629550.0000000000,3797.7631753800,3921.4067285800,-123.6435532000
629600.0000000000,3809.1602392100,3839.6865960700,-30.5263568600
629650.0000000000,3854.2393887500,3784.9412627200,69.2981260300
629700.0000000000,3845.1100270800,3823.8022175700,21.3078095100
629750.0000000000,3799.8412304100,3906.6561203800,-106.8148899700
629800.0000000000,3888.3509246400,3904.2632449300,-15.9123202900
629850.0000000000,3810.2611617700,3829.6987883000,-19.4376265300
629900.0000000000,3786.6786696200,3798.3852306900,-11.7065610700
629950.0000000000,3862.7462011400,3826.0119284600,36.7342726800
630000.0000000000,3799.8628268200,3907.4078250200,-107.5449982000
630050.0000000000,3828.9752461300,3901.2816027200,-72.3063565900
630100.0000000000,3865.0563070500,3818.2095229700,46.8467840800
630150.0000000000,3859.0937749500,3786.2141275100,72.8796474400
630200.0000000000,3856.7673444100,3848.7151810400,8.0521633700
630250.0000000000,3840.6003991800,3903.0317461900,-62.4313470100
630300.0000000000,3884.5566542400,3877.7380236800,6.8186305600
630350.0000000000,3828.7533864200,3812.7866509800,15.9667354400
630400.0000000000,3892.8066566200,3794.2586836700,98.5479729500
630450.0000000000,3782.0242042600,3852.9951371400,-70.9709328800
630500.0000000000,3905.2401320400,3908.7172686600,-3.4771366200
630550.0000000000,3902.4523471400,3868.5651037900,33.8872433500
630600.0000000000,3920.8460090000,3797.7026496300,123.1433593700
630650.0000000000,3900.2799682400,3809.8890571200,90.3909111200
630700.0000000000,3876.6533557000,3873.1989490200,3.4544066800
630750.0000000000,3913.1308659000,3895.3942059000,17.7366600000
630800.0000000000,3741.8676324000,3843.7091548000,-101.8415224000
630850.0000000000,3853.2182181900,3808.6078626300,44.6103555600
630900.0000000000,3813.7330086600,3821.2653927400,-7.5323840800
630950.0000000000,3862.2051018900,3879.8471081600,-17.6420062700
631000.0000000000,3828.0027347700,3901.0171247500,-73.0143899800
631050.0000000000,3909.4155251200,3842.6246222900,66.7909028300
631100.0000000000,3813.3995349400,3797.2670362100,16.1324987300
631150.0000000000,3790.7272576100,3830.5428047000,-39.8155470900
631200.0000000000,3847.6884741400,3896.4636716600,-48.7751975200
631250.0000000000,3792.3959728600,3884.9888785800,-92.5929057200
631300.0000000000,3895.6650946600,3814.8930247200,80.7720699400
